Month,Year,Date,Service Provider,Initial Complaints,Escalated Complaints,CSM Index,Complaint Response Time,CRM Index,Escalated Complaint Response Time,ERM Index,Avg Age of Cases Pending,PCM Index,CSRI
7,2013,7/1/2013,Mpower Energy LLC,12,3,2.5,10.1,2,0,2,52.5,0.2,6.7
7,2013,7/1/2013,National Fuel Gas Distribution,69,0,5,1.9,2,4.3,2,2,1,10
7,2013,7/1/2013,National Grid - L I,33,5,3.5,10.3,2,18.7,1.2,7.4,1,7.7
7,2013,7/1/2013,National Grid - Metro Ny,95,6,4.4,8.2,2,4.7,2,45.8,0.3,8.7
7,2013,7/1/2013,National Grid - Upstate,224,10,4.6,4.8,2,9.2,2,9.8,1,9.6
7,2013,7/1/2013,New York State Electric & Gas Corp.,83,4,4.5,4.1,2,11,1.9,18.3,0.9,9.3
7,2013,7/1/2013,Orange & Rockland,25,1,4.6,10,2,10,2,5,1,9.6
7,2013,7/1/2013,Rochester Gas & Electric Corp.,57,2,4.6,2.9,2,1.8,2,11.1,1,9.6
7,2013,7/1/2013,"Starion Energy NY, Inc.",16,2,3.8,20.4,1.3,0,2,20.6,0.8,7.9
7,2013,7/1/2013,Time Warner - Albany,12,2,3.3,22.7,1.1,23.5,0.4,17.4,0.9,5.7
7,2013,7/1/2013,"Time Warner Cable Information Services (New York), LLC",13,1,4.2,3.6,2,19,1.2,11.5,1,8.4
7,2013,7/1/2013,Time Warner - New York City,50,6,3.8,13.1,2,55.5,0,34.7,0.6,6.4
7,2013,7/1/2013,Time Warner - Rochester,12,2,3.3,9.9,2,0,2,11.1,1,8.3
7,2013,7/1/2013,Verizon Communications,546,98,3.2,14.7,1.9,26.5,0,30.2,0.6,5.7
7,2013,7/1/2013,Verizon New York Inc.,13,1,4.2,14.1,1.9,11.4,1.9,31.3,0.6,8.6
6,2013,6/1/2013,Ambit Energy ,12,3,2.5,4.7,2,0,2,9.7,1,7.5
6,2013,6/1/2013,AT&T ,21,2,4,5.9,2,7.2,2,7.8,1,9
6,2013,6/1/2013,Broadview Networks ,10,2,3,6.8,2,0,2,11.8,1,8
6,2013,6/1/2013,Central Hudson Gas & Electric Corp. ,52,0,5,7.2,2,4,2,9.2,1,10
6,2013,6/1/2013,Con Edison of New York ,467,61,3.7,11.5,2,31.2,0,48.3,0.3,6
6,2013,6/1/2013,"IDT Energy, Inc. ",10,0,5,4.1,2,0,2,4,1,10
6,2013,6/1/2013,Just Energy New York Corp ,16,4,2.5,21.7,1.2,10.4,1.9,11.6,1,6.6
6,2013,6/1/2013,Long Island Water Corporation D/b/a Long Island American Water,12,1,4.2,7.1,2,0,2,67.2,0,8.2
6,2013,6/1/2013,National Fuel Gas Distribution ,68,1,4.9,2.6,2,1.7,2,7.6,1,9.9
6,2013,6/1/2013,National Grid - L I ,38,3,4.2,9.3,2,34.9,0,56,0.1,6.3
6,2013,6/1/2013,National Grid -Metro Ny ,72,10,3.6,7.2,2,15.4,1.5,45.1,0.3,7.4
6,2013,6/1/2013,National Grid - Upstate ,240,17,4.3,5.1,2,6,2,9.3,1,9.3
6,2013,6/1/2013,New York State Electric & Gas Corp. ,82,3,4.6,3.7,2,6.9,2,15.9,0.9,9.5
6,2013,6/1/2013,Orange & Rockland ,41,3,4.3,5.2,2,0.6,2,8.8,1,9.3
6,2013,6/1/2013,Rochester Gas & Electric Corp. ,49,1,4.8,1.6,2,6.6,2,9.8,1,9.8
6,2013,6/1/2013,"Starion Energy NY, Inc. ",13,2,3.5,23.7,1,0,2,12.6,1,7.5
6,2013,6/1/2013,Time Warner - Albany,14,2,3.6,25.5,0.6,50.4,0,13.6,1,5.2
6,2013,6/1/2013,"Time Warner Cable Information Services (New York), LLC",10,2,3,28.1,0,74.4,0,18.5,0.9,3.9
6,2013,6/1/2013,Time Warner - New York City ,30,2,4.3,18.2,1.5,34.6,0,35.7,0.5,6.3
6,2013,6/1/2013,Time Warner - Syracuse Division ,12,0,5,10.2,2,5,2,15.2,0.9,9.9
6,2013,6/1/2013,United Water-New York ,11,4,1.4,6.6,2,0,2,86.2,-7,0
6,2013,6/1/2013,Verizon Communications ,517,110,2.9,11.1,2,22.7,0.6,26.8,0.7,6.2
6,2013,6/1/2013,Verizon Digital Voice ,12,1,4.2,10.1,2,46.2,0,21.6,0.8,7
6,2013,6/1/2013,Verizon New York Inc. ,17,1,4.4,8,2,0,2,28.7,0.7,9.1
6,2013,6/1/2013,XChange Telecom ,19,2,3.9,3.5,2,0,2,3,1,8.9
5,2013,5/1/2013,Ambit Energy,10,2,3,10.4,2,0,2,2,1,8
5,2013,5/1/2013,AT&T,23,2,4.1,4.5,2,14.9,1.6,4.1,1,8.7
5,2013,5/1/2013,Central Hudson Gas & Electric Corp.,42,2,4.5,5.9,2,2.6,2,7.7,1,9.5
5,2013,5/1/2013,Con Edison of New York,445,62,3.6,13.4,2,34.7,0,52.9,0.2,5.8
5,2013,5/1/2013,"IDT Energy, Inc.",10,0,5,5.4,2,0,2,1,1,10
5,2013,5/1/2013,Just Energy New York Corp,24,4,3.3,13.7,2,10.1,1.9,11.2,1,8.2
5,2013,5/1/2013,Long Island Water Corporation D/b/a Long Island American Water,12,2,3.3,13,2,0,2,37.2,0.5,7.8
5,2013,5/1/2013,National Fuel Gas Distribution,57,0,5,1.4,2,1.6,2,4,1,10
5,2013,5/1/2013,National Grid - L I,48,8,3.3,9.6,2,12.7,1.8,27.3,0.7,7.8
5,2013,5/1/2013,National Grid - Metro Ny,113,7,4.4,5.8,2,31.5,0,28.5,0.7,7.1
5,2013,5/1/2013,National Grid - Upstate,253,11,4.6,4.5,2,8.4,2,6.7,1,9.6
5,2013,5/1/2013,New York State Electric & Gas Corp.,81,3,4.6,3.4,2,4.8,2,6.2,1,9.6
5,2013,5/1/2013,Orange & Rockland,33,0,5,4.2,2,6.7,2,3,1,10
5,2013,5/1/2013,Rochester Gas & Electric Corp.,57,1,4.8,2.1,2,5.3,2,4.5,1,9.8
5,2013,5/1/2013,Time Warner - Albany,16,2,3.8,15.7,1.8,10.2,1.9,21.9,0.8,8.3
5,2013,5/1/2013,Time Warner - Buffalo,11,2,3.2,20.6,1.3,0,2,9.2,1,7.5
5,2013,5/1/2013,"Time Warner Cable Information Services (New York), LLC",15,0,5,23.2,1,0,2,16.5,0.9,8.9
5,2013,5/1/2013,Time Warner - New York City,30,10,1.7,17.4,1.6,36.8,0,25,0.8,4.1
5,2013,5/1/2013,Verizon Communications,374,75,3,13.7,2,16.2,1.4,26.9,0.7,7.1
5,2013,5/1/2013,Verizon New York Inc.,11,1,4.1,5.2,2,6.8,2,24.3,0.8,8.9
5,2013,5/1/2013,XChange Telecom,11,2,3.2,5.4,2,0,2,9.5,1,8.2
4,2013,4/1/2013,Ambit Energy,11,3,2.3,13.5,2,0,2,4,1,7.3
4,2013,4/1/2013,AT&T,12,3,2.5,9.1,2,2.3,2,3,1,7.5
4,2013,4/1/2013,Cablevision of Long Island,12,0,5,4.4,2,174.8,0,5.8,1,8
4,2013,4/1/2013,Central Hudson Gas & Electric Corp.,53,0,5,4.8,2,6.1,2,7.4,1,10
4,2013,4/1/2013,Con Edison of New York,511,67,3.7,17.8,1.6,45.1,0,38.8,0.5,5.8
4,2013,4/1/2013,Direct Energy Services LLC,12,1,4.2,13.4,2,0,2,13.9,1,9.2
4,2013,4/1/2013,"Family Energy, Inc.",10,2,3,21,1.3,0,2,47.4,0.3,6.6
4,2013,4/1/2013,"Frontier Telephone of Rochester, Inc.",15,2,3.7,3.8,2,4.5,2,15,0.9,8.6
4,2013,4/1/2013,Just Energy New York Corp,23,2,4.1,23.2,1,10.7,1.9,7.2,1,8
4,2013,4/1/2013,Long Island Water Corporation D/b/a Long Island American Water,40,3,4.2,3.3,2,0,2,13.1,1,9.2
4,2013,4/1/2013,National Fuel Gas Distribution,57,0,5,1.8,2,3.8,2,3.2,1,10
4,2013,4/1/2013,National Grid - L I,53,3,4.4,5.8,2,20.7,1,27.8,0.7,8.1
4,2013,4/1/2013,National Grid - Metro Ny,102,14,3.6,7.4,2,20,1.1,31.9,0.6,7.3
4,2013,4/1/2013,National Grid - Upstate,266,11,4.6,4,2,5.4,2,4.1,1,9.6
4,2013,4/1/2013,New York State Electric & Gas Corp.,82,3,4.6,3.7,2,5.8,2,5.7,1,9.6
4,2013,4/1/2013,Orange & Rockland,32,1,4.7,7.7,2,0.5,2,2.5,1,9.7
4,2013,4/1/2013,Rochester Gas & Electric Corp.,51,0,5,3.8,2,4.5,2,7.2,1,10
4,2013,4/1/2013,Time Warner - Albany,12,3,2.5,21,1.3,61.8,0,10.9,1,4.8
4,2013,4/1/2013,Time Warner - New York City,45,5,3.9,19,1.5,33.5,0,25.4,0.7,6.1
4,2013,4/1/2013,Verizon Communications,350,63,3.1,12.8,2,24.7,0.2,33.9,0.6,5.9
3,2013,3/1/2013,"Agway Energy Services, LLC.",15,0,5,3,2,0,2,4,1,10
3,2013,3/1/2013,Ambit Energy,10,0,5,1.6,2,0,2,10.7,1,10
3,2013,3/1/2013,AT&T,14,3,2.9,5.3,2,3.3,2,9.9,1,7.9
3,2013,3/1/2013,Cablevision of New York City,15,2,3.7,8.5,2,5.7,2,6.8,1,8.7
3,2013,3/1/2013,Central Hudson Gas & Electric Corp.,24,0,5,5.4,2,2,2,5.4,1,10
3,2013,3/1/2013,Con Edison of New York,492,65,3.7,15.9,1.8,50,0,38.3,0.5,6
3,2013,3/1/2013,"Family Energy, Inc.",13,3,2.7,12.7,2,0,2,30.5,0.6,7.3
3,2013,3/1/2013,Gateway Energy Services Corp.,17,2,3.8,11.4,2,0,2,12.8,1,8.8
3,2013,3/1/2013,"IDT Energy, Inc.",10,0,5,2.9,2,1.9,2,6,1,10
3,2013,3/1/2013,Just Energy New York Corp,15,2,3.7,18,1.6,9.1,2,24.6,0.8,8.1
3,2013,3/1/2013,Mpower Energy LLC,35,2,4.4,9.9,2,0,2,41.8,0.4,8.8
3,2013,3/1/2013,National Fuel Gas Distribution,22,0,5,3.9,2,10.2,1.9,4,1,9.9
3,2013,3/1/2013,National Grid - L I,36,2,4.4,12,2,16.9,1.4,19.2,0.9,8.7
3,2013,3/1/2013,National Grid - Metro Ny,97,9,4.1,4.3,2,6.1,2,34.5,0.6,8.7
3,2013,3/1/2013,National Grid - Upstate,170,9,4.5,5,2,9.4,2,5.6,1,9.5
3,2013,3/1/2013,New York State Electric & Gas Corp.,48,2,4.6,6.9,2,3.5,2,6.5,1,9.6
3,2013,3/1/2013,Orange & Rockland,34,0,5,4.9,2,1.7,2,10,1,10
3,2013,3/1/2013,Rochester Gas & Electric Corp.,34,1,4.7,3.9,2,11.3,1.9,4.6,1,9.6
3,2013,3/1/2013,Time Warner - Albany,11,1,4.1,26.8,0.4,0,2,24.6,0.8,7.3
3,2013,3/1/2013,Time Warner - New York City,37,7,3.1,23.5,1,65.9,0,19.9,0.9,5
3,2013,3/1/2013,"Time Warner ResCom of New York,LLC",22,1,4.5,18.1,1.5,0,2,17.1,0.9,8.9
3,2013,3/1/2013,Time Warner - Syracuse Division,12,0,5,19.3,1.4,22.1,0.6,15.3,0.9,7.9
3,2013,3/1/2013,Verizon Communications,408,84,2.9,11.7,2,14.8,1.6,27.9,0.7,7.2
3,2013,3/1/2013,Verizon Digital Voice,13,3,2.7,10.1,2,14.2,1.6,16.4,0.9,7.2
3,2013,3/1/2013,XChange Telecom,16,5,1.9,7.1,2,0,2,17.8,0.9,6.8
2,2013,2/1/2013,Ambit Energy ,10,2,3,15.2,1.8,0,2,3.8,1,7.8
2,2013,2/1/2013,AT&T ,23,5,2.8,11.8,2,5.2,2,4.7,1,7.8
2,2013,2/1/2013,Broadview Networks ,11,0,5,5.6,2,0,2,5.2,1,10
2,2013,2/1/2013,Cablevision of New York City ,10,0,5,14.5,1.9,0,2,5.2,1,9.9
2,2013,2/1/2013,Central Hudson Gas & Electric Corp. ,22,0,5,4.9,2,126.3,0,3.3,1,8
2,2013,2/1/2013,Citizens Communications ,10,0,5,6.9,2,0,2,4.5,1,10
2,2013,2/1/2013,Con Edison of New York ,490,54,3.9,15.3,1.8,41,0,33.6,0.6,6.3
2,2013,2/1/2013,"Family Energy, Inc. ",12,0,5,12.1,2,0,2,19.6,0.9,9.9
2,2013,2/1/2013,"Frontier Telephone of Rochester, Inc. ",11,1,4.1,4.6,2,0,2,3.8,1,9.1
2,2013,2/1/2013,Just Energy New York Corp ,14,3,2.9,39.7,0,0,2,12.8,1,5.9
2,2013,2/1/2013,Liberty Power Corp. ,16,3,3.1,14.3,1.9,31.3,0,35,0.6,5.6
2,2013,2/1/2013,Long Island Water Corporation D/b/a Long Island American Water,10,2,3,6.6,2,0,2,80.7,-5,2
2,2013,2/1/2013,Mpower Energy LLC ,16,3,3.1,20.9,1.3,0,2,40.5,0.4,6.8
2,2013,2/1/2013,National Fuel Gas Distribution ,33,0,5,3.8,2,2.1,2,3.4,1,10
2,2013,2/1/2013,National Grid - L I ,27,1,4.6,6.7,2,31.1,0,21.1,0.8,7.4
2,2013,2/1/2013,National Grid - Metro Ny ,79,7,4.1,4.7,2,4,2,20.3,0.8,8.8
2,2013,2/1/2013,National Grid - Upstate ,125,5,4.6,5.4,2,17.9,1.3,7.9,1,8.9
2,2013,2/1/2013,New York State Electric & Gas Corp. ,45,0,5,3.8,2,22.2,0.6,4.7,1,8.6
2,2013,2/1/2013,Orange & Rockland ,28,0,5,8.8,2,1.4,2,4.4,1,10
2,2013,2/1/2013,Rochester Gas & Electric Corp. ,27,3,3.9,8.3,2,4,2,9.6,1,8.9
2,2013,2/1/2013,Time Warner - Albany ,16,3,3.1,13.8,2,13.5,1.7,11.4,1,7.8
2,2013,2/1/2013,Time Warner - New York City ,37,10,2.3,22.2,1.1,24.7,0.2,20.1,0.8,4.4
2,2013,2/1/2013,Time Warner - Syracuse Division ,18,1,4.4,16.4,1.7,31.1,0,11.6,1,7.1
2,2013,2/1/2013,United Water-New York ,10,3,2,27.3,0.2,0,2,62,0,4.2
2,2013,2/1/2013,Verizon Communications ,412,68,3.3,11.3,2,12.9,1.8,21.1,0.8,7.9
2,2013,2/1/2013,Verizon Digital Voice ,20,2,4,8.1,2,6.3,2,6.7,1,9
2,2013,2/1/2013,Verizon New York Inc. ,13,0,5,9.2,2,21.8,0.8,14.2,0.9,8.7
2,2013,2/1/2013,XChange Telecom ,27,10,1.3,2.4,2,0,2,6,1,6.3
1,2013,1/1/2013,"Agway Energy Services, LLC.",10,1,4,3.2,2,0,2,6.3,1,9
1,2013,1/1/2013,Ambit Energy,12,1,4.2,2.6,2,0,2,7.3,1,9.2
1,2013,1/1/2013,AT&T,33,8,2.6,7.3,2,9.8,2,5,1,7.6
1,2013,1/1/2013,Cablevision of New York City,11,2,3.2,14.9,1.9,7.4,2,0,1,8.1
1,2013,1/1/2013,Central Hudson Gas & Electric Corp.,35,2,4.4,13.9,2,11.8,1.9,22.1,0.8,9.1
1,2013,1/1/2013,Con Edison of New York,520,65,3.7,15.8,1.8,38.7,0,36.6,0.5,6
1,2013,1/1/2013,"Family Energy, Inc.",10,1,4,13.6,2,0,2,17.9,0.9,8.9
1,2013,1/1/2013,"Frontier Telephone of Rochester, Inc.",17,1,4.4,7.3,2,3.3,2,3.7,1,9.4
1,2013,1/1/2013,"IDT Energy, Inc.",15,0,5,1.7,2,1.1,2,0,1,10
1,2013,1/1/2013,Just Energy New York Corp,15,2,3.7,18.8,1.5,0,2,23.6,0.8,8
1,2013,1/1/2013,Liberty Power Corp.,18,1,4.4,22.6,1.1,14.4,1.6,25.5,0.7,7.8
1,2013,1/1/2013,Mpower Energy LLC,23,1,4.6,18,1.6,0,2,41.8,0.4,8.6
1,2013,1/1/2013,National Fuel Gas Distribution,22,0,5,3.5,2,0,2,4,1,10
1,2013,1/1/2013,National Grid - L I,46,1,4.8,23.9,1,19.4,1.1,13.2,1,7.9
1,2013,1/1/2013,National Grid - Metro Ny,72,7,4,8.4,2,32.2,0,23.6,0.8,6.8
1,2013,1/1/2013,National Grid - Upstate,155,8,4.5,6.7,2,7.1,2,9,1,9.5
1,2013,1/1/2013,New York State Electric & Gas Corp.,43,0,5,5.4,2,8.5,2,3.8,1,10
1,2013,1/1/2013,Orange & Rockland,33,1,4.7,7,2,9.3,2,2.2,1,9.7
1,2013,1/1/2013,Rochester Gas & Electric Corp.,34,3,4.1,5.6,2,4,2,5.2,1,9.1
1,2013,1/1/2013,Time Warner - Albany,18,8,0.6,24.7,0.8,28.5,0,9.9,1,2.4
1,2013,1/1/2013,Time Warner - Buffalo,11,1,4.1,39.1,0,31.2,0,22.1,0.8,4.9
1,2013,1/1/2013,Time Warner - New York City,62,7,3.9,25.5,0.6,71.1,0,19,0.9,5.4
1,2013,1/1/2013,Time Warner - Syracuse Division,12,1,4.2,29,0,49.6,0,14.7,0.9,5.1
1,2013,1/1/2013,United Water-New Rochelle,11,1,4.1,10.8,2,4.7,2,58.2,0.1,8.2
1,2013,1/1/2013,Verizon Communications,418,70,3.3,12,2,26,0,23.5,0.8,6.1
1,2013,1/1/2013,Verizon Digital Voice,24,1,4.6,10.5,2,0.8,2,13.5,1,9.6
1,2013,1/1/2013,XChange Telecom,22,6,2.3,2.7,2,0,2,6.8,1,7.3
12,2012,12/1/2012,AT&T,24,4,3.3,8.4,2,8.7,2,7,1,8.3
12,2012,12/1/2012,Broadview Networks,14,0,5,8.6,2,6.7,2,12.7,1,10
12,2012,12/1/2012,Central Hudson Gas & Electric Corp.,34,0,5,11.3,2,10.1,1.9,27.2,0.7,9.6
12,2012,12/1/2012,Con Edison of New York,404,54,3.7,18.6,1.5,33.3,0,38.4,0.5,5.7
12,2012,12/1/2012,"Family Energy, Inc.",16,0,5,9.1,2,0,2,9.8,1,10
12,2012,12/1/2012,"Frontier Telephone of Rochester, Inc.",10,3,2,9.3,2,8.6,2,5,1,7
12,2012,12/1/2012,Just Energy New York Corp,11,0,5,12,2,0,2,16.7,0.9,9.9
12,2012,12/1/2012,Liberty Power Corp.,10,2,3,20.3,1.3,10.7,1.9,43.5,0.4,6.6
12,2012,12/1/2012,Mpower Energy LLC,11,0,5,21.2,1.2,0,2,39.1,0.5,8.7
12,2012,12/1/2012,National Fuel Gas Distribution,22,0,5,3.4,2,7,2,3.5,1,10
12,2012,12/1/2012,National Grid - L I,29,3,4,14.7,1.9,19.8,1.1,15,0.9,7.9
12,2012,12/1/2012,National Grid - Metro Ny,47,5,3.9,31.6,0,20.2,1,30.8,0.6,5.5
12,2012,12/1/2012,National Grid - Upstate,156,5,4.7,7.3,2,8.4,2,12.5,1,9.7
12,2012,12/1/2012,New York State Electric & Gas Corp.,62,6,4,5.1,2,6.5,2,7.5,1,9
12,2012,12/1/2012,Orange & Rockland,34,2,4.4,6.3,2,2.4,2,8,1,9.4
12,2012,12/1/2012,Rochester Gas & Electric Corp.,31,0,5,5.3,2,7.3,2,12,1,10
12,2012,12/1/2012,Time Warner - Albany,27,2,4.3,18,1.6,25,0.2,20.5,0.8,6.9
12,2012,12/1/2012,Time Warner - New York City,55,8,3.5,24.1,0.8,32.5,0,33.3,0.6,4.9
12,2012,12/1/2012,"Time Warner ResCom of New York,LLC",19,2,3.9,30.5,0,0,2,28.3,0.7,6.6
12,2012,12/1/2012,Time Warner - Syracuse Division,17,1,4.4,17.5,1.6,0,2,30.9,0.6,8.6
12,2012,12/1/2012,United Water-New York,17,5,2.1,14.8,1.9,0,2,31.3,0.6,6.6
12,2012,12/1/2012,Utility Expense Reduction LLC,10,1,4,4.5,2,0,2,5,1,9
12,2012,12/1/2012,Verizon Communications,400,48,3.8,10,2,9.4,2,21.1,0.8,8.6
12,2012,12/1/2012,Verizon Digital Voice,11,0,5,6.8,2,13,1.8,15.5,0.9,9.7
12,2012,12/1/2012,Verizon New York Inc.,10,0,5,15.4,1.8,0,2,9,1,9.8
12,2012,12/1/2012,XChange Telecom,14,6,0.7,7.8,2,0,2,12,1,5.7
11,2012,11/1/2012,AT&T,25,6,2.6,6.2,2,4.6,2,4.4,1,7.6
11,2012,11/1/2012,Cablevision of Long Island,44,2,4.5,7.2,2,7,2,11.1,1,9.5
11,2012,11/1/2012,Cablevision of New York City,10,0,5,7.9,2,0,2,13,1,10
11,2012,11/1/2012,Central Hudson Gas & Electric Corp.,54,2,4.6,9.1,2,12.7,1.8,14.3,0.9,9.3
11,2012,11/1/2012,Con Edison of New York,1387,43,4.7,10.7,2,38.3,0,27.7,0.7,7.4
11,2012,11/1/2012,National Fuel Gas Distribution,39,0,5,6.9,2,0.2,2,2,1,10
11,2012,11/1/2012,National Grid - L I,57,2,4.6,5.1,2,22.2,0.6,10.1,1,8.2
11,2012,11/1/2012,National Grid - Metro Ny,71,5,4.3,7.1,2,9,2,33.2,0.6,8.9
11,2012,11/1/2012,National Grid - Upstate,139,8,4.4,7.3,2,5.8,2,14.1,0.9,9.3
11,2012,11/1/2012,New York State Electric & Gas Corp.,101,2,4.8,3.1,2,21.7,0.8,3.3,1,8.6
11,2012,11/1/2012,Orange & Rockland,257,0,4.9,2,2,1,2,16.5,0.9,10
11,2012,11/1/2012,Rochester Gas & Electric Corp.,29,1,4.7,7.3,2,7,2,7.7,1,9.7
11,2012,11/1/2012,Time Warner - Albany,33,2,4.4,16.7,1.7,0,2,11.6,1,9.1
11,2012,11/1/2012,Time Warner - Buffalo,17,1,4.4,21.3,1.2,0,2,9.8,1,8.6
11,2012,11/1/2012,Time Warner - New York City,116,6,4.5,17.3,1.6,10,2,19.2,0.9,9
11,2012,11/1/2012,"Time Warner ResCom of New York,LLC",21,3,3.6,17.4,1.6,11.1,1.9,17.7,0.9,8
11,2012,11/1/2012,Time Warner - Syracuse Division,21,3,3.6,14.5,1.9,8.3,2,13.6,1,8.5
11,2012,11/1/2012,United Water-New York,11,3,2.3,11.9,2,0,2,26.6,0.7,7
11,2012,11/1/2012,Verizon Communications,440,52,3.8,9.4,2,15,1.6,16.7,0.9,8.3
11,2012,11/1/2012,Verizon Digital Voice,31,3,4,6.8,2,7.1,2,4,1,9
10,2012,10/1/2012,AT&T,19,2,3.9,5.1,2,5.6,2,6,1,8.9
10,2012,10/1/2012,Central Hudson Gas & Electric Corp.,52,0,5,7,2,3.3,2,8.5,1,10
10,2012,10/1/2012,Citizens Communications,11,1,4.1,8.1,2,10.2,1.9,6.5,1,9
10,2012,10/1/2012,Con Edison of New York,505,53,4,15.6,1.8,47.3,0,32.3,0.6,6.4
10,2012,10/1/2012,"Hiko Energy, Llc",12,0,5,4.8,2,0,2,46,0.3,9.3
10,2012,10/1/2012,"IDT Energy, Inc.",10,1,4,5.2,2,4.4,2,0,1,9
10,2012,10/1/2012,Just Energy New York Corp,16,3,3.1,21.6,1.2,9,2,7.9,1,7.3
10,2012,10/1/2012,Liberty Power Corp.,15,3,3,26.8,0.4,8.6,2,20.1,0.8,6.2
10,2012,10/1/2012,Long Island Water Corporation D/b/a Long Island American Water,10,1,4,13.1,2,0,2,37,0.5,8.5
10,2012,10/1/2012,National Fuel Gas Distribution,50,0,5,4.1,2,5.9,2,2,1,10
10,2012,10/1/2012,National Grid - L I,25,8,1.8,21.9,1.2,11.7,1.9,15.8,0.9,5.8
10,2012,10/1/2012,National Grid - Metro Ny,70,5,4.3,6.1,2,17.5,1.3,26.3,0.7,8.3
10,2012,10/1/2012,National Grid - Upstate,199,6,4.7,5,2,8.8,2,10.1,1,9.7
10,2012,10/1/2012,New York State Electric & Gas Corp.,44,4,4.1,2.8,2,7.6,2,10.3,1,9.1
10,2012,10/1/2012,Orange & Rockland,54,0,5,1.8,2,14.1,1.6,6.8,1,9.6
10,2012,10/1/2012,Rochester Gas & Electric Corp.,50,4,4.2,2.8,2,3.3,2,10,1,9.2
10,2012,10/1/2012,Time Warner - Albany,17,2,3.8,18,1.6,10,2,9.9,1,8.4
10,2012,10/1/2012,Time Warner - New York City,62,7,3.9,14.9,1.9,9.3,2,22.5,0.8,8.6
10,2012,10/1/2012,"Time Warner ResCom of New York,LLC",23,1,4.6,15.4,1.8,25.1,0,12.7,1,7.4
10,2012,10/1/2012,Time Warner - Syracuse Division,28,1,4.6,14.5,1.9,0,2,9.6,1,9.5
10,2012,10/1/2012,United Water-New Rochelle,14,2,3.6,10.6,2,18.1,1.2,59.7,0.1,6.9
10,2012,10/1/2012,United Water-New York,15,4,2.3,13.5,2,18.7,1.2,28.5,0.7,6.2
10,2012,10/1/2012,Verizon Communications,316,47,3.5,10.5,2,14.2,1.6,23.9,0.8,7.9
10,2012,10/1/2012,Verizon New York Inc.,16,0,5,8.8,2,7.1,2,10,1,10
9,2012,9/1/2012,AT&T,13,1,4.2,9.1,2,13.9,1.7,8.8,1,8.9
9,2012,9/1/2012,Central Hudson Gas & Electric Corp.,57,0,5,7.7,2,12.5,1.8,6.3,1,9.8
9,2012,9/1/2012,Con Edison of New York,426,52,3.8,20.6,1.3,60,0,28.3,0.7,5.8
9,2012,9/1/2012,"Hiko Energy, Llc",11,2,3.2,11.3,2,1.1,2,27.3,0.7,7.9
9,2012,9/1/2012,Just Energy New York Corp,13,0,5,18.2,1.5,14.2,1.6,17.8,0.9,9
9,2012,9/1/2012,Liberty Power Corp.,21,5,2.6,26.2,0.4,3.2,2,15.5,0.9,5.9
9,2012,9/1/2012,Long Island Water Corporation D/b/a Long Island American Water,14,1,4.3,7.5,2,0,2,24,0.8,9.1
9,2012,9/1/2012,National Fuel Gas Distribution,37,0,5,2.7,2,1.4,2,4,1,10
9,2012,9/1/2012,National Grid - L I,30,4,3.7,37.4,0,11.5,1.9,4.8,1,6.6
9,2012,9/1/2012,National Grid - Metro Ny,66,2,4.7,3.5,2,15.4,1.5,13.8,1,9.2
9,2012,9/1/2012,National Grid - Upstate,213,13,4.4,4.4,2,4.9,2,11.5,1,9.4
9,2012,9/1/2012,New York State Electric & Gas Corp.,40,3,4.2,3.9,2,5.2,2,4.5,1,9.2
9,2012,9/1/2012,Orange & Rockland,31,1,4.7,2.7,2,2.3,2,5,1,9.7
9,2012,9/1/2012,Rochester Gas & Electric Corp.,32,1,4.7,3,2,1.9,2,0,1,9.7
9,2012,9/1/2012,Time Warner - Albany,13,2,3.5,16.1,1.7,11.6,1.9,11.2,1,8.1
9,2012,9/1/2012,Time Warner - New York City,43,3,4.3,15,1.9,9.7,2,17.8,0.9,9.1
9,2012,9/1/2012,"Time Warner ResCom of New York,LLC",16,1,4.4,13.4,2,14.8,1.6,12.3,1,9
9,2012,9/1/2012,Time Warner - Syracuse Division,14,1,4.3,13.6,2,12.9,1.8,9.9,1,9.1
9,2012,9/1/2012,United Water-New York,12,3,2.5,5.1,2,54.9,0,29,0.7,5.2
9,2012,9/1/2012,Verizon Communications,351,57,3.4,11.6,2,13.2,1.7,17.9,0.9,8
9,2012,9/1/2012,XChange Telecom,19,4,2.9,2.1,2,0,2,11.8,1,7.9
8,2012,8/1/2012,AT&T,23,3,3.7,8,2,15.3,1.5,5.6,1,8.2
8,2012,8/1/2012,Broadview Networks,11,0,5,6.5,2,7.9,2,5.8,1,10
8,2012,8/1/2012,Cablevision of New York City,10,0,5,9,2,0,2,5,1,10
8,2012,8/1/2012,Central Hudson Gas & Electric Corp.,64,4,4.4,6.7,2,10.2,1.9,8.5,1,9.3
8,2012,8/1/2012,Con Edison of New York,448,44,4,13.8,2,67.5,0,35.4,0.5,6.5
8,2012,8/1/2012,"Family Energy, Inc.",14,0,5,6.4,2,0,2,1,1,10
8,2012,8/1/2012,"IDT Energy, Inc.",10,0,5,2.5,2,0,2,1,1,10
8,2012,8/1/2012,Just Energy New York Corp,13,0,5,12.5,2,0,2,12.3,1,10
8,2012,8/1/2012,Liberty Power Corp.,41,1,4.8,12.5,2,0.9,2,7.9,1,9.8
